time,lat,lon,altitude,velocity,delta_lat,delta_lon,delta_alt,speed_knots,icao24
2026-04-08 19:44:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 19:45:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 19:45:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 19:46:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 19:46:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 19:47:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 19:47:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 19:48:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 19:48:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 19:49:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 19:49:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 19:50:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 19:50:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 19:51:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 19:51:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 19:52:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 19:52:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 19:53:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 19:53:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 19:54:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 19:54:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 19:55:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 19:55:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 19:56:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 19:56:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 19:57:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 19:57:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 19:58:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 19:58:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 19:59:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 19:59:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:00:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:00:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:01:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:01:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:02:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:02:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:03:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:03:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:04:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:04:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:05:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:05:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:06:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:06:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:07:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:07:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:08:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:08:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:09:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:09:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:10:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:10:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:11:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:11:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:12:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:12:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:13:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:13:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:14:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:14:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:15:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:15:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:16:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:16:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:17:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:17:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:18:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:18:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:19:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:19:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:20:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:20:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:21:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:21:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:22:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:22:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:23:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:23:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:24:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:24:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:25:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:25:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:26:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:26:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:27:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:27:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:28:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:28:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:29:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:29:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:30:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:30:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:31:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:31:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:32:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:32:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:33:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:33:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:34:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:34:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:35:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:35:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:36:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:36:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:37:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:37:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:38:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:38:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:39:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:39:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:40:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:40:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:41:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:41:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:42:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:42:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:43:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:43:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:44:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:44:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:45:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:45:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:46:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:46:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:47:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:47:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:48:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:48:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:49:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:49:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:50:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:50:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:51:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:51:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:52:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:52:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:53:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:53:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:54:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:54:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:55:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:55:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:56:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:56:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:57:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:57:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:58:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:58:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:59:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:59:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 21:00:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 21:00:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 21:01:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 21:01:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 21:02:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 21:02:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 21:03:00+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 21:03:30+00:00,-26.7356,27.3271,8229.0,,0.0,0.0,0.0,,00b22c
2026-04-08 20:23:30+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:24:00+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:24:30+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:25:00+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:25:30+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:26:00+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:26:30+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:27:00+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:27:30+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:28:00+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:28:30+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:29:00+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:29:30+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:30:00+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:30:30+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:31:00+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:31:30+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:32:00+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:32:30+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:33:00+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:33:30+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:34:00+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:34:30+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:35:00+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:35:30+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:36:00+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:36:30+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:37:00+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:37:30+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:38:00+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:38:30+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:39:00+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:39:30+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:40:00+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:40:30+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:41:00+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:41:30+00:00,3.7023,11.0313,10363.0,,0.0,0.0,0.0,,0800af
2026-04-08 20:42:00+00:00,3.6961636363636363,11.095281818181817,10390.727272727272,,-0.0061363636363638285,0.06398181818181747,27.727272727272066,,0800af
2026-04-08 20:42:30+00:00,3.690027272727273,11.159263636363637,10418.454545454546,,-0.0061363636363633844,0.06398181818181925,27.727272727273885,,0800af
2026-04-08 20:43:00+00:00,3.683890909090909,11.223245454545454,10446.181818181818,,-0.0061363636363638285,0.06398181818181747,27.727272727272066,,0800af
2026-04-08 20:43:30+00:00,3.6777545454545453,11.287227272727272,10473.90909090909,,-0.0061363636363638285,0.06398181818181747,27.727272727272066,,0800af
2026-04-08 20:44:00+00:00,3.671618181818182,11.35120909090909,10501.636363636364,,-0.0061363636363633844,0.06398181818181925,27.727272727273885,,0800af
2026-04-08 20:44:30+00:00,3.665481818181818,11.415190909090908,10529.363636363636,,-0.0061363636363638285,0.06398181818181747,27.727272727272066,,0800af
2026-04-08 20:45:00+00:00,3.6593454545454547,11.479172727272728,10557.09090909091,,-0.0061363636363633844,0.06398181818181925,27.727272727273885,,0800af
2026-04-08 20:45:30+00:00,3.653209090909091,11.543154545454545,10584.818181818182,,-0.0061363636363638285,0.06398181818181747,27.727272727272066,,0800af
2026-04-08 20:46:00+00:00,3.647072727272727,11.607136363636362,10612.545454545454,,-0.0061363636363638285,0.06398181818181747,27.727272727272066,,0800af
2026-04-08 20:46:30+00:00,3.6409363636363636,11.671118181818182,10640.272727272728,,-0.0061363636363633844,0.06398181818181925,27.727272727273885,,0800af
2026-04-08 20:47:00+00:00,3.6348,11.7351,10668.0,,-0.0061363636363638285,0.06398181818181747,27.727272727272066,,0800af
2026-04-08 20:47:30+00:00,3.6325214285714282,11.797799999999999,10646.214285714286,,-0.002278571428571574,0.06269999999999953,-21.785714285713766,,0800af
2026-04-08 20:48:00+00:00,3.630242857142857,11.8605,10624.42857142857,,-0.00227857142857113,0.06270000000000131,-21.785714285715585,,0800af
